Diretório,Arquivo,Município,Zona Eleitoral,Local de Votação,Seção Eleitoral,Versão da aplicação,Turno da UE,Identificação do Modelo de Urna,Fase da UE,Serial de votação da MV
2022_2t_AC,o00407-0104000040201.logjez,01040,0004,1074,0201,8.26.0.0 - Onça-pintada,1º turno,UE2010,Oficial,4011A075
2022_2t_AC,o00407-0104000040203.logjez,01040,0004,1082,0203,8.26.0.0 - Onça-pintada,1º turno,UE2010,Oficial,19F2870C
2022_2t_AC,o00407-0104000040223.logjez,01040,0004,1139,0223,8.26.0.0 - Onça-pintada,1º turno,UE2010,Oficial,80FF17AE
2022_2t_AC,o00407-0104000040230.logjez,01040,0004,1120,0230,8.26.0.0 - Onça-pintada,1º turno,UE2010,Oficial,4992673E
2022_2t_AC,o00407-0104000040236.logjez,01040,0004,1147,0236,8.26.0.0 - Onça-pintada,1º turno,UE2010,Oficial,86DFD10A
2022_2t_AC,o00407-0104000040237.logjez,01040,0004,1155,0237,8.26.0.0 - Onça-pintada,1º turno,UE2010,Oficial,3F144C5D
2022_2t_AC,o00407-0104000040251.logjez,01040,0004,1015,0251,8.26.0.0 - Onça-pintada,1º turno,UE2010,Oficial,40E603E8
2022_2t_AC,o00407-0104000040279.logjez,01040,0004,1023,0279,8.26.0.0 - Onça-pintada,1º turno,UE2010,Oficial,99EB40B1
2022_2t_AC,o00407-0104000040284.logjez,01040,0004,1090,0284,8.26.0.0 - Onça-pintada,1º turno,UE2010,Oficial,8B4DFCAF
2022_2t_AC,o00407-0104000040294.logjez,01040,0004,1139,0294,8.26.0.0 - Onça-pintada,1º turno,UE2010,Oficial,A800B5B9
2022_2t_AC,o00407-0104000040318.logjez,01040,0004,1180,0318,8.26.0.0 - Onça-pintada,1º turno,UE2010,Oficial,BDEE7D1B
2022_2t_AC,o00407-0104000040324.logjez,01040,0004,1171,0324,8.26.0.0 - Onça-pintada,1º turno,UE2010,Oficial,2990CF7A
2022_2t_AC,o00407-0104000040326.logjez,01040,0004,1163,0326,8.26.0.0 - Onça-pintada,1º turno,UE2010,Oficial,28BE3977
2022_2t_AC,o00407-0104000040327.logjez,01040,0004,1031,0327,8.26.0.0 - Onça-pintada,1º turno,UE2010,Oficial,EEA207F1
2022_2t_AC,o00407-0104000040331.logjez,01040,0004,1015,0331,8.26.0.0 - Onça-pintada,1º turno,UE2010,Oficial,60611DB1
2022_2t_AC,o00407-0104000040337.logjez,01040,0004,1040,0337,8.26.0.0 - Onça-pintada,1º turno,UE2010,Oficial,F973FBC7
2022_2t_AC,o00407-0104000040347.logjez,01040,0004,1031,0347,8.26.0.0 - Onça-pintada,1º turno,UE2010,Oficial,8C484213
2022_2t_AC,o00407-0104000040359.logjez,01040,0004,1023,0359,8.26.0.0 - Onça-pintada,1º turno,UE2010,Oficial,CCD8606A
2022_2t_AC,o00407-0104000040375.logjez,01040,0004,1066,0375,8.26.0.0 - Onça-pintada,1º turno,UE2010,Oficial,7DE9CFF2
2022_2t_AC,o00407-0104000040384.logjez,01040,0004,1147,0384,8.26.0.0 - Onça-pintada,1º turno,UE2010,Oficial,2804417F
2022_2t_AC,o00407-0104000040389.logjez,01040,0004,1155,0389,8.26.0.0 - Onça-pintada,1º turno,UE2010,Oficial,91B4E5DD
2022_2t_AC,o00407-0104000040424.logjez,01040,0004,1015,0424,8.26.0.0 - Onça-pintada,1º turno,UE2010,Oficial,B6243E62
2022_2t_AC,o00407-0104000040434.logjez,01040,0004,1023,0434,8.26.0.0 - Onça-pintada,1º turno,UE2010,Oficial,CA277AC8
2022_2t_AC,o00407-0104000040435.logjez,01040,0004,1015,0435,8.26.0.0 - Onça-pintada,1º turno,UE2010,Oficial,AF91008E
2022_2t_AC,o00407-0104000040441.logjez,01040,0004,1082,0441,8.26.0.0 - Onça-pintada,1º turno,UE2010,Oficial,74BAA2FB
2022_2t_AC,o00407-0104000040443.logjez,01040,0004,1031,0443,8.26.0.0 - Onça-pintada,1º turno,UE2010,Oficial,9FE70C35
2022_2t_AC,o00407-0104000040444.logjez,01040,0004,1074,0444,8.26.0.0 - Onça-pintada,1º turno,UE2010,Oficial,284F4E2E
2022_2t_AC,o00407-0105800060001.logjez,01058,0006,2275,0001,8.26.0.0 - Onça-pintada,1º turno,UE2015,Oficial,CB42318F
2022_2t_AC,o00407-0105800060002.logjez,01058,0006,2127,0002,8.26.0.0 - Onça-pintada,1º turno,UE2015,Oficial,6F2B014A
2022_2t_AC,o00407-0105800060003.logjez,01058,0006,2046,0003,8.26.0.0 - Onça-pintada,1º turno,UE2015,Oficial,503DFE9A
